Sep-Oct-Nov 1961,Sep-Oct-Nov 1962,Sep-Oct-Nov 1963,Sep-Oct-Nov 1964,Sep-Oct-Nov 1965,Sep-Oct-Nov 1966,Sep-Oct-Nov 1967,Sep-Oct-Nov 1968,Sep-Oct-Nov 1969,Sep-Oct-Nov 1970,Sep-Oct-Nov 1971,Sep-Oct-Nov 1972,Sep-Oct-Nov 1973,Sep-Oct-Nov 1974,Sep-Oct-Nov 1975,Sep-Oct-Nov 1976,Sep-Oct-Nov 1977,Sep-Oct-Nov 1978,Sep-Oct-Nov 1979,Sep-Oct-Nov 1980,Sep-Oct-Nov 1981,Sep-Oct-Nov 1982,Sep-Oct-Nov 1983,Sep-Oct-Nov 1984,Sep-Oct-Nov 1985,Sep-Oct-Nov 1986,Sep-Oct-Nov 1987,Sep-Oct-Nov 1988,Sep-Oct-Nov 1989,Sep-Oct-Nov 1990,Sep-Oct-Nov 1991,Sep-Oct-Nov 1992,Sep-Oct-Nov 1993,Sep-Oct-Nov 1994,Sep-Oct-Nov 1995,Sep-Oct-Nov 1996,Sep-Oct-Nov 1997,Sep-Oct-Nov 1998,Sep-Oct-Nov 1999,Sep-Oct-Nov 2000,Sep-Oct-Nov 2001,Sep-Oct-Nov 2002,Sep-Oct-Nov 2003,Sep-Oct-Nov 2004,Sep-Oct-Nov 2005,Sep-Oct-Nov 2006,Sep-Oct-Nov 2007,Sep-Oct-Nov 2008,Sep-Oct-Nov 2009,Sep-Oct-Nov 2010,Sep-Oct-Nov 2011,Sep-Oct-Nov 2012,Sep-Oct-Nov 2013,Sep-Oct-Nov 2014,Sep-Oct-Nov 2015,Sep-Oct-Nov 2016,Sep-Oct-Nov 2017,Sep-Oct-Nov 2018,Sep-Oct-Nov 2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.306,0.339,0.34,-0.068,-0.25,-0.218,-0.488,-0.528,-0.315,-0.319,-0.37,-0.813,0.405,-0.292,1.032,-0.223,0.674,0.339,-0.739,-0.324,-0.077,-0.365,0.755,-0.398,-0.669,-0.065,0.278,0.548,0.177,0.551,0.383,-0.339,0.255,0.056,0.428,0.434,-0.548,1.66,1.076,0.842,0.987,0.379,1.038,0.732,1.639,0.891,1.357,1.163,1.153,1.379,0.326,0.705,0.678,0.601,0.674,1.68,1.538,0.505,2.122
0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482
-0.138,-0.044,-0.263,-0.152,0.759,0.147,-0.052,-0.776,0.436,-0.081,-0.177,-0.439,-0.554,-0.624,0.761,-0.076,0.955,-0.144,1.117,-0.166,-1.408,1.328,0.609,-0.088,0.572,-0.765,0.051,0.563,0.993,1.43,0.387,-0.643,-0.146,-0.241,1.078,0.347,0.32,1.876,0.666,-0.338,1.42,-0.18,0.69,0.524,1.157,2.399,0.64,1.551,1.601,0.806,1.366,0.556,1.267,1.266,1.33,0.468,0.755,0.439,1.371
0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524
0.744,-1.282,0.654,0.522,0.424,-0.343,-2.029,0.774,-0.876,-0.397,1.113,0.004,0.766,0.447,0.389,-2.039,0.533,0.801,-0.7,2.474,-1.815,0.383,1.215,0.642,-0.398,-0.698,-0.106,1.211,0.025,2.206,0.475,-0.156,-0.223,2.703,1.473,-0.2,0.6,1.729,1.293,-1.029,1.783,0.172,0.559,1.482,1.905,2.157,1.508,1.439,-0.813,1.889,2.03,-0.186,1.42,1.389,1.401,0.31,0.962,1.306,1.635
1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088
0.176,-0.726,0.166,-0.225,-0.182,-0.085,-0.02,0.301,-0.369,-0.041,-0.275,-0.107,-0.025,0.112,-0.234,0.022,-0.064,0.009,0.274,0.203,0.055,-0.09,0.429,-0.493,0.097,0.086,0.967,0.578,0.119,0.487,0.2,-0.549,0.252,-0.762,0.343,0.66,0.4,0.847,0.633,0.706,0.975,0.635,0.411,0.737,0.997,0.548,0.605,0.833,1.035,0.496,0.603,0.568,1.298,1.081,0.919,1.3,1.142,0.968,1.208
0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243
-0.75,-0.687,0.65,-0.92,0.705,-0.019,-0.354,-0.181,0.55,0.274,-0.445,0.129,0.054,-0.486,-0.132,0.471,0.182,0.33,0.952,0.417,-0.231,0.204,-0.442,-0.717,-0.564,0.542,-0.308,0.22,0.475,-0.184,-0.183,-0.314,-0.24,-0.316,0.344,-0.291,0.087,0.883,0.786,0.806,0.985,1.442,0.837,-0.14,0.642,1.757,-0.028,1.155,0.462,1.695,0.788,0.502,0.838,0.812,1.618,0.951,1.581,0.757,0.909
0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524
-0.761,-0.924,0.436,-0.569,0.861,-0.164,0.244,0.375,0.058,0.302,0.126,0.511,-0.328,0.029,-1.18,0.378,1.191,-0.201,0.93,0.911,-0.051,-0.586,0.246,0.109,0.361,0.369,0.74,0.499,0.695,1.05,0.086,0.562,0.293,1.049,0.657,-0.245,0.334,1.403,0.879,0.536,1.261,1.032,0.386,1.28,0.334,1.096,1.4,0.665,0.809,1.213,0.756,0.745,0.576,0.386,1.057,0.35,1.119,1.05,0.434
0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642
-0.244,-0.078,0.121,0.04,-0.153,0.014,-0.221,0.131,0.092,0.102,0.078,0.105,0.0,-0.017,-0.069,0.215,0.225,-0.141,0.207,0.186,0.347,0.002,0.313,-0.118,-0.037,0.119,0.495,0.399,0.349,0.147,0.378,0.365,0.248,0.359,0.315,0.421,0.193,0.779,0.349,0.405,0.69,0.402,0.526,0.39,0.694,0.351,0.398,0.522,0.948,0.776,0.522,0.581,0.625,0.592,1.178,1.183,1.228,0.923,0.849
0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143
-0.063,0.091,-0.139,-0.011,0.027,0.038,-0.293,-0.077,0.154,-0.002,-0.393,0.406,0.098,0.098,-0.013,0.125,0.304,-0.045,-0.033,0.111,0.276,0.102,0.284,-0.159,0.087,0.001,0.825,0.162,0.216,0.179,0.114,-0.385,0.126,0.1,0.588,0.357,0.679,0.839,0.285,0.461,0.647,0.76,0.602,0.494,0.655,0.73,0.347,0.699,0.87,0.573,0.483,0.844,0.571,0.797,1.081,1.284,1.152,0.994,1.195
0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178
0.157,0.042,0.46,-0.565,0.281,0.404,-0.016,0.284,-0.115,-0.071,-0.94,0.627,-0.296,0.124,-0.365,-0.204,0.141,-0.029,0.103,0.304,0.185,0.608,-0.303,0.21,0.22,0.061,0.971,-0.342,0.099,0.482,-0.106,-0.503,0.434,0.489,0.212,0.551,0.917,0.671,0.448,0.213,0.041,0.728,0.734,0.841,0.652,1.201,0.03,0.421,0.727,0.471,0.734,1.327,0.936,1.18,1.734,1.324,1.143,1.382,1.466
0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368
-1.359,0.243,0.29,-0.601,0.52,0.311,-0.332,-0.273,0.319,-0.438,0.032,0.28,0.535,-0.315,0.759,-0.344,0.472,-0.567,1.084,-0.654,0.292,0.799,-0.255,0.186,0.128,0.836,0.702,0.505,0.033,0.279,-0.186,-0.279,0.591,0.977,0.276,0.403,0.092,1.599,1.147,0.513,1.311,1.057,0.409,0.587,0.637,0.835,1.52,1.504,0.521,2.318,1.241,1.55,0.845,1.129,2.88,1.31,2.514,2.469,2.123
0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585
-0.378,0.326,0.455,-0.801,-0.876,0.697,0.118,0.06,0.366,-0.387,-1.142,0.716,0.281,0.81,-0.889,0.647,-1.079,0.157,0.693,0.121,0.42,-0.244,-1.159,-0.632,-0.848,0.505,-0.294,0.214,-0.103,0.432,0.262,0.046,0.838,1.166,-0.054,-0.388,0.462,0.933,1.241,-0.055,0.706,1.57,1.397,1.391,0.104,1.4,1.316,0.535,1.468,1.853,0.219,1.898,-0.297,0.999,2.42,1.065,1.176,1.656,2.818
0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653
-0.069,1.475,0.3,-0.453,0.095,1.405,-0.485,0.814,-0.326,0.871,-0.285,-0.524,-1.625,0.191,-0.461,0.047,-0.174,-2.043,1.415,0.975,-0.731,-2.523,0.582,-0.201,1.27,-1.247,0.149,-0.745,0.605,1.186,0.537,-0.518,-0.589,0.312,-0.692,-0.005,0.175,2.224,0.848,-0.104,-0.047,0.87,0.544,0.732,-0.025,-0.42,0.776,0.513,0.859,1.962,-1.967,1.678,1.537,0.043,1.404,0.61,1.341,0.919,1.601
0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934
0.07,-0.378,0.655,-0.072,0.248,-0.321,0.257,0.225,-0.518,-0.154,0.155,-0.535,-1.113,0.102,1.226,-0.58,-0.5,0.178,0.667,-0.102,0.432,0.311,0.445,0.184,-0.031,0.153,-0.166,0.362,0.238,0.287,0.632,-0.469,-0.99,0.94,0.436,-1.486,0.233,-0.516,0.456,0.125,-0.096,0.212,1.105,0.879,1.686,1.607,1.129,0.176,1.594,0.454,1.112,1.476,-0.006,0.441,1.264,2.082,0.517,1.848,0.964
0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527
0.04,0.381,0.931,-0.416,-0.486,0.691,1.416,-0.311,-0.102,-0.428,0.089,0.176,-0.302,0.739,-0.332,-2.128,-0.803,0.379,0.193,0.071,0.689,-0.111,0.261,0.854,-0.145,0.319,-1.394,-0.049,1.011,0.553,1.165,-0.792,0.018,1.987,2.136,0.668,1.803,-0.274,1.243,0.42,0.881,0.105,1.294,0.824,2.56,0.795,2.303,2.775,1.682,1.172,2.652,1.794,1.048,0.353,0.893,0.538,1.191,3.505,2.356
0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738
0.733,-0.155,1.128,0.436,-0.975,0.045,1.262,0.056,0.849,1.032,0.857,0.944,-0.37,0.74,-1.475,-0.651,1.679,0.037,0.314,0.694,0.21,-0.375,0.62,0.052,-0.604,0.154,-0.333,-0.757,-0.171,1.764,0.877,-0.913,-1.983,0.32,2.028,2.462,0.135,-3.123,-0.11,-0.306,2.642,0.952,0.587,2.684,3.43,2.031,1.846,2.8,0.809,3.136,1.28,2.469,4.406,1.412,1.857,-0.368,2.225,1.69,1.733
0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798
-0.194,-0.433,0.699,-0.128,0.348,-0.381,0.207,0.29,-0.574,-0.25,0.267,-0.332,-1.308,0.106,1.305,-0.441,-0.424,0.283,0.82,-0.263,0.418,0.197,0.396,0.321,-0.151,0.347,-0.427,0.326,0.185,0.359,0.576,-0.682,-0.933,1.112,0.627,-1.548,0.052,-0.757,0.068,-0.009,-0.136,0.212,1.17,0.81,1.802,1.423,1.413,0.26,1.622,0.471,0.853,1.632,-0.283,0.177,1.301,1.976,0.485,1.82,0.911
0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576
-0.255,0.296,1.013,-0.455,-0.645,0.726,1.447,-0.373,-0.301,-0.453,0.071,0.349,-0.132,1.251,-0.374,-2.428,-1.068,0.452,0.28,0.216,0.804,-0.165,0.249,0.862,-0.339,0.212,-1.832,-0.155,1.055,0.431,1.412,-0.493,0.23,2.446,2.151,0.669,2.242,-0.372,1.295,0.134,0.484,0.262,1.803,0.723,2.73,0.488,2.646,3.238,2.033,1.438,2.924,2.064,0.881,-0.053,0.901,0.499,1.056,4.006,2.657
0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
0.73,-0.101,1.077,0.435,-0.873,0.173,1.27,0.107,1.062,1.125,1.248,1.075,-0.241,0.832,-1.755,-0.729,1.878,0.027,0.379,1.048,0.247,-0.638,0.766,-0.126,-0.422,-0.055,-0.455,-0.67,-0.297,2.054,0.94,-1.249,-2.105,-0.014,2.582,2.918,-0.01,-3.482,-0.295,-0.875,3.242,1.031,0.307,3.244,3.975,2.011,2.245,3.262,0.432,3.913,1.018,2.619,5.179,1.173,1.614,-0.566,2.558,1.564,1.913
0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
0.997,-0.644,1.02,-0.492,0.916,-1.007,1.301,0.094,-0.091,-0.193,-0.138,-0.701,-1.116,0.863,0.743,-1.625,-0.998,-0.755,-0.323,0.787,0.421,-0.1,0.648,-0.577,-0.438,-2.258,-0.48,0.97,0.791,-0.54,-0.09,0.755,-1.953,-0.05,0.355,-0.365,1.086,0.961,2.528,0.486,1.14,0.863,0.947,1.414,1.369,2.795,0.085,0.1,1.66,0.781,2.082,0.423,1.475,1.681,1.881,2.695,1.336,1.563,0.834
0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864
3.113,1.023,0.861,0.884,0.852,-0.975,0.4,-1.954,1.283,-0.054,-0.063,0.224,-2.185,-0.931,0.47,-1.117,0.482,0.037,-0.945,-1.511,-0.585,0.173,0.085,0.923,1.376,0.68,1.814,-0.271,0.387,0.926,0.357,-3.783,-1.626,-0.597,1.76,1.352,-0.971,0.007,1.08,2.671,2.04,-2.22,-1.105,0.451,1.88,1.367,1.547,0.859,-0.933,0.276,1.856,-0.261,1.239,1.224,1.097,0.667,1.237,0.842,-0.383
1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259
1.635,0.356,-0.034,0.362,-2.981,0.572,2.406,-1.161,-1.704,-1.09,-1.777,-0.089,-2.119,0.399,1.298,0.017,0.638,1.166,0.298,-2.462,-0.271,1.627,-1.08,0.747,-1.972,2.411,0.249,-1.584,1.208,-0.448,1.319,-0.763,-1.055,0.92,-1.163,0.037,0.482,-2.04,2.513,3.165,0.666,-1.277,2.007,0.176,2.576,1.991,0.649,1.077,2.646,-2.092,4.006,2.02,1.656,2.077,3.005,0.062,0.948,2.953,0.132
1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449
1.146,0.958,-0.022,0.723,-1.029,0.79,0.034,-0.376,-0.767,0.887,-0.811,-2.199,0.511,-0.313,0.344,-1.47,-0.634,0.047,-0.209,0.774,0.492,1.283,0.906,-0.308,1.582,0.664,2.932,0.519,0.032,0.746,1.424,0.343,-0.585,0.777,-0.983,-1.689,0.884,0.25,1.164,0.746,-0.098,-0.352,0.656,0.951,0.638,1.347,-0.058,-0.131,1.222,0.52,2.517,1.508,1.089,1.124,1.041,1.684,0.464,2.391,1.614
0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
0.451,1.036,0.548,-0.246,0.043,1.187,1.592,1.16,0.353,-0.698,0.214,-1.737,-0.281,-2.389,0.038,-0.337,0.334,-0.337,-0.23,0.196,1.167,0.152,0.587,0.623,0.728,0.857,0.422,0.981,0.558,1.236,-0.667,-0.04,0.027,0.725,1.607,-0.098,0.757,0.464,1.183,0.755,2.573,0.899,-0.031,2.044,0.968,2.247,0.401,0.838,1.373,-0.212,1.04,1.626,2.078,2.404,1.134,1.295,2.02,1.691,2.357
0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.54,-0.661,2.051,0.322,-0.01,-1.31,0.597,0.667,0.486,1.315,-1.227,0.349,-0.546,-0.317,-0.722,-0.754,0.37,-1.107,-0.298,-0.17,-0.056,0.027,0.505,0.778,-0.314,-0.037,0.327,-1.197,0.432,0.544,-0.041,1.354,-1.096,1.621,0.2,0.985,1.018,-0.471,-0.649,1.347,-0.709,1.833,1.415,0.066,-0.372,1.635,-0.498,0.183,1.774,1.318,0.591,1.782,0.947,2.294,2.153,0.838,0.611,1.447,2.063
0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862
2.982,-0.426,-0.017,0.784,-1.33,0.631,0.011,-0.236,0.334,0.689,-0.611,-2.584,1.046,-0.621,1.33,-0.905,-1.206,-0.495,-0.054,0.926,0.662,2.156,0.641,-0.985,1.192,-0.988,2.107,0.027,0.778,-0.534,1.942,0.183,-0.877,-0.172,-0.984,-2.024,1.139,0.249,2.835,1.081,-1.438,-0.177,0.786,1.094,1.48,3.098,-0.594,-0.746,1.44,-0.448,2.265,0.512,0.638,1.814,-0.237,3.239,-0.394,2.184,1.322
1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174
1.237,0.447,-0.24,-1.736,0.264,1.826,2.065,1.67,1.498,-0.143,0.55,-1.254,-1.126,-3.848,-1.07,0.565,1.515,0.203,0.538,-0.791,-0.414,0.293,0.38,0.853,0.64,1.407,0.911,1.278,1.547,1.761,-0.655,-1.882,-0.91,-0.089,3.124,0.453,0.133,0.057,0.697,1.201,3.728,0.29,-1.873,1.69,2.669,3.35,-0.027,0.35,0.351,-0.239,1.253,0.769,2.271,3.148,0.098,0.036,2.381,2.118,2.317
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
-0.315,-1.442,2.822,0.685,-1.291,-1.819,0.202,0.069,0.587,1.865,-0.984,0.416,-0.303,0.565,-0.564,0.124,0.572,-0.045,-0.286,-1.082,0.462,1.706,0.207,1.904,-2.75,1.447,0.593,-0.839,-0.261,0.401,-0.033,1.877,-2.482,3.466,0.013,0.438,0.984,-1.927,-0.61,1.744,-0.353,2.206,2.052,0.382,0.086,2.916,-0.202,0.87,3.059,0.64,2.101,1.489,0.558,3.17,3.506,0.727,0.874,1.794,1.22
