Sep-Oct-Nov 1961,Sep-Oct-Nov 1962,Sep-Oct-Nov 1963,Sep-Oct-Nov 1964,Sep-Oct-Nov 1965,Sep-Oct-Nov 1966,Sep-Oct-Nov 1967,Sep-Oct-Nov 1968,Sep-Oct-Nov 1969,Sep-Oct-Nov 1970,Sep-Oct-Nov 1971,Sep-Oct-Nov 1972,Sep-Oct-Nov 1973,Sep-Oct-Nov 1974,Sep-Oct-Nov 1975,Sep-Oct-Nov 1976,Sep-Oct-Nov 1977,Sep-Oct-Nov 1978,Sep-Oct-Nov 1979,Sep-Oct-Nov 1980,Sep-Oct-Nov 1981,Sep-Oct-Nov 1982,Sep-Oct-Nov 1983,Sep-Oct-Nov 1984,Sep-Oct-Nov 1985,Sep-Oct-Nov 1986,Sep-Oct-Nov 1987,Sep-Oct-Nov 1988,Sep-Oct-Nov 1989,Sep-Oct-Nov 1990,Sep-Oct-Nov 1991,Sep-Oct-Nov 1992,Sep-Oct-Nov 1993,Sep-Oct-Nov 1994,Sep-Oct-Nov 1995,Sep-Oct-Nov 1996,Sep-Oct-Nov 1997,Sep-Oct-Nov 1998,Sep-Oct-Nov 1999,Sep-Oct-Nov 2000,Sep-Oct-Nov 2001,Sep-Oct-Nov 2002,Sep-Oct-Nov 2003,Sep-Oct-Nov 2004,Sep-Oct-Nov 2005,Sep-Oct-Nov 2006,Sep-Oct-Nov 2007,Sep-Oct-Nov 2008,Sep-Oct-Nov 2009,Sep-Oct-Nov 2010,Sep-Oct-Nov 2011,Sep-Oct-Nov 2012,Sep-Oct-Nov 2013,Sep-Oct-Nov 2014,Sep-Oct-Nov 2015,Sep-Oct-Nov 2016,Sep-Oct-Nov 2017,Sep-Oct-Nov 2018,Sep-Oct-Nov 2019
0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247
-0.431,0.273,0.004,0.169,0.416,0.466,-0.412,0.095,0.474,-0.215,-0.484,0.755,-0.1,-0.282,-0.379,0.56,0.544,-0.224,-0.098,0.192,0.493,0.506,-0.076,-0.19,0.072,0.362,0.885,-0.566,0.253,0.555,-0.079,-0.519,0.113,-0.136,0.505,0.331,0.897,0.488,0.444,0.149,0.431,0.901,0.513,0.534,0.646,0.55,0.377,0.875,0.309,0.358,0.591,0.892,0.409,0.755,1.22,1.059,1.069,1.361,1.418
0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365
0.43,0.294,0.767,-1.1,0.739,0.515,0.389,0.848,-0.299,-0.132,-1.317,0.932,-0.535,-0.016,-0.419,-0.293,-0.027,-0.134,0.406,0.54,0.13,1.229,-0.532,0.444,0.899,0.259,1.026,-0.521,0.689,0.448,0.207,-0.229,0.539,1.164,0.61,0.785,1.307,0.674,0.629,0.367,-0.295,1.242,1.137,1.365,1.047,1.941,-0.242,0.748,1.044,0.777,1.57,1.895,1.139,1.776,2.442,1.839,1.231,2.122,1.519
0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624
-0.314,-0.181,0.555,-0.388,0.132,0.038,-0.338,0.097,0.159,-0.217,-0.301,0.562,0.28,-0.256,-0.362,0.208,0.512,-0.103,0.461,0.484,0.179,0.102,0.263,-0.327,0.199,-0.116,0.403,-0.481,0.055,1.263,1.071,-0.41,0.62,0.057,0.434,0.187,1.939,1.06,0.61,0.738,0.238,1.333,0.881,0.949,0.718,0.901,0.7,0.847,1.127,0.242,0.518,-0.123,-0.012,0.412,0.611,1.194,0.665,0.876,1.181
0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319
-0.203,-0.079,0.153,-0.538,0.083,0.067,-0.296,-0.02,0.028,0.079,-0.033,0.243,0.414,0.024,-0.126,-0.013,0.287,0.282,0.504,0.312,0.044,-0.602,-0.363,0.372,-0.104,-0.076,0.066,-0.121,0.0,1.194,0.599,-0.33,0.472,-0.046,-0.368,0.053,1.32,1.171,-0.006,0.641,0.087,0.339,0.77,0.025,0.566,1.322,0.47,1.229,0.448,0.514,0.455,-0.038,0.323,0.914,1.019,1.4,1.237,0.946,0.524
0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247
-0.308,0.378,-0.172,-0.3,-0.262,0.143,-0.243,0.093,-0.035,-0.005,-0.179,-0.124,-0.26,-0.085,0.037,-0.403,0.126,-0.001,0.494,0.309,-0.594,-0.672,-0.435,0.35,0.383,-0.196,0.395,0.214,0.774,0.986,0.074,-0.364,1.162,-0.088,-0.177,0.319,1.246,1.211,1.009,0.518,0.46,0.718,0.993,2.036,1.431,0.58,1.23,0.968,1.338,1.625,0.307,0.843,1.084,0.776,1.21,1.849,1.292,1.719,2.082
0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243
-0.666,0.174,-0.113,-0.56,-1.875,1.203,0.995,1.406,-0.365,-0.302,0.579,-2.12,0.766,-1.264,0.115,0.827,0.395,-0.319,0.218,-1.145,0.777,0.269,0.68,-1.105,0.355,-0.656,1.701,0.659,0.736,0.614,0.219,-1.055,-0.334,1.085,0.707,0.826,1.239,2.193,1.395,0.058,1.951,1.381,1.636,0.448,1.095,1.824,0.316,0.613,2.482,0.979,2.263,2.509,1.786,0.566,1.583,1.696,1.904,-0.943,1.65
0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877
-1.096,1.309,2.046,-0.09,-0.58,-0.638,0.331,1.726,-0.148,0.5,1.146,-2.483,1.476,-1.801,0.122,-1.066,1.11,-1.713,0.094,0.552,0.341,0.31,0.25,-0.197,-0.395,-1.041,0.442,0.505,-0.051,-1.108,-1.185,-0.361,-0.08,1.801,0.672,-1.075,-0.763,1.723,-0.332,0.415,0.424,-0.383,2.047,0.355,1.865,1.521,1.537,1.45,-0.732,2.414,2.066,0.528,1.959,1.819,0.979,0.528,1.476,-0.912,1.615
1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191
0.126,0.833,0.79,-0.188,-0.739,-2.687,-0.041,0.601,0.886,-0.024,-0.757,-1.168,-1.127,1.106,-0.338,0.494,0.454,-2.36,1.818,1.33,3.07,-2.28,2.206,-1.061,-3.506,-3.852,1.303,-0.17,-2.506,-1.819,-0.639,0.537,-1.18,1.079,-1.261,-0.888,1.495,3.081,2.236,1.639,2.212,1.346,0.855,1.232,2.35,-0.315,0.217,2.19,3.435,3.261,1.611,-0.074,-0.336,-1.036,2.208,4.573,-0.255,-0.635,1.218
1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369
-0.202,-0.102,0.198,,,0.677,-0.154,-0.287,0.46,-0.089,0.079,-0.019,0.014,0.205,-0.093,0.014,0.351,0.348,-0.585,0.304,0.204,0.231,0.301,-0.359,0.159,0.248,1.098,0.448,0.548,1.211,0.648,0.458,0.951,0.998,1.444,0.944,,1.464,0.294,,,,,,1.624,0.664,0.794,1.384,0.674,0.454,1.154,0.444,-0.106,-0.076,0.794,1.604,1.304,0.204,1.404
0.364,0.364,0.364,,,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,,0.364,0.364,,,,,,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364
-0.549,-0.049,-0.589,,,-0.138,0.322,-0.189,0.144,0.156,-0.09,0.14,-0.157,-0.316,0.142,0.184,0.38,0.176,-0.256,0.808,0.151,-0.048,0.173,0.027,0.302,0.293,0.211,0.641,0.145,0.566,0.273,0.311,0.985,0.561,0.826,0.646,0.416,0.876,0.276,,,,,,-0.064,1.006,0.126,-0.004,0.576,-0.014,0.526,0.286,0.776,0.606,1.366,0.776,0.866,0.566,1.116
0.402,0.402,0.402,,,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,,,,,,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402
-0.506,-1.556,-0.416,,-0.006,-1.1,-0.067,-0.046,-0.29,-0.983,0.037,1.358,0.411,0.181,-0.156,0.452,0.96,0.832,0.554,0.857,-0.25,0.062,0.46,-0.656,0.782,1.481,1.188,1.071,1.24,0.375,0.671,1.153,1.393,1.794,1.201,0.571,,1.011,-0.239,,,,,,0.211,0.301,0.551,-0.189,0.501,-0.179,0.541,-0.149,1.271,0.361,1.401,0.901,0.901,1.501,0.901
0.788,0.788,0.788,,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,,0.788,0.788,,,,,,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788
-0.287,-0.145,0.622,-0.435,0.017,0.028,-0.287,0.045,0.155,-0.279,-0.216,0.344,0.216,-0.286,-0.463,0.367,0.358,0.013,0.429,0.511,-0.24,0.27,0.39,-0.244,-0.17,-0.182,0.281,-0.275,-0.114,0.148,0.557,-0.334,0.262,0.394,0.01,0.166,0.21,0.837,0.121,0.702,0.723,0.741,0.879,1.224,1.244,0.517,0.641,0.977,1.071,0.427,0.052,0.6,0.393,0.224,0.518,1.188,0.406,1.246,1.221
0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329
-0.273,0.008,0.234,-0.524,0.128,0.174,-0.333,0.057,-0.101,0.289,-0.041,0.206,0.297,0.062,-0.196,0.015,0.006,0.041,0.374,0.374,0.037,-0.637,0.024,0.267,0.427,0.27,0.256,-0.222,0.453,0.992,-0.319,-0.248,0.401,0.2,-0.34,0.221,0.611,0.42,0.056,0.624,-0.001,0.125,0.765,0.459,0.564,0.858,0.238,1.535,0.519,0.59,0.852,-0.159,0.452,0.344,0.862,1.724,1.361,1.55,0.066
0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238
-0.285,0.347,0.001,-0.273,0.183,0.286,-0.751,0.116,0.292,0.174,-0.126,-0.268,-0.348,0.015,0.152,-0.287,0.063,-0.364,0.454,0.189,-0.275,-0.604,0.049,-0.166,0.684,0.747,0.878,-0.076,0.51,1.348,0.164,-0.464,1.401,-0.299,-0.129,0.374,0.303,1.114,0.394,0.835,0.137,0.842,1.298,1.074,1.294,0.523,0.293,1.51,1.325,0.785,0.422,0.802,0.982,0.72,0.979,1.938,1.312,1.956,1.62
0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297
-0.795,-0.235,0.591,-0.458,0.117,0.353,-0.153,0.431,0.426,-0.389,-0.401,1.035,0.877,-0.165,-0.529,0.351,0.699,0.096,0.68,0.802,0.988,1.059,0.97,0.953,0.436,0.507,1.436,-0.069,0.768,1.14,0.894,-0.513,0.828,-0.451,0.566,0.137,1.599,0.428,-0.344,0.67,0.214,1.449,0.744,0.878,0.808,0.587,0.71,0.688,0.994,0.327,0.34,0.356,0.403,0.576,1.06,1.645,1.209,0.732,1.109
0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538
-0.916,0.198,0.629,-0.844,-0.352,0.337,-0.513,0.081,0.866,-0.403,-0.679,0.621,0.548,0.278,-0.387,0.892,-0.58,0.468,0.721,0.669,1.269,0.424,-0.039,0.953,0.559,0.36,0.326,-0.47,0.711,0.781,0.103,-0.346,0.583,0.16,0.062,0.325,1.332,0.885,-0.184,0.063,0.185,0.701,0.946,1.349,0.334,1.154,0.386,0.752,1.385,0.827,0.78,0.52,0.831,0.486,2.766,1.537,1.386,2.632,1.297
0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599
-1.592,1.984,-0.416,-0.612,-1.0,0.823,-0.907,0.573,0.472,-0.32,-0.519,-1.197,-1.225,0.126,0.621,0.177,-0.605,-0.763,1.365,0.68,-0.937,-1.502,0.061,0.334,0.374,0.649,0.767,-0.172,0.678,1.425,0.316,-0.276,2.064,-0.651,-0.494,-0.099,0.781,1.714,0.962,0.456,0.404,1.031,1.811,1.138,1.247,0.362,1.682,1.427,0.763,2.197,0.334,1.734,1.583,1.181,1.635,2.495,1.216,1.928,2.732
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1.855,-0.689,-0.579,1.092,-1.861,0.972,-0.355,-0.026,0.584,0.796,0.852,-1.664,0.941,-1.529,-0.177,-0.16,-0.818,0.046,-0.311,0.693,0.8,1.217,0.359,-0.213,0.96,-2.047,1.136,-0.097,1.368,0.378,1.857,-0.365,-0.918,-0.739,-0.259,-0.329,1.234,0.883,1.897,1.234,-0.138,0.797,1.127,1.343,1.439,2.594,-0.043,-0.441,0.679,0.243,1.57,-0.234,0.979,2.127,-0.409,2.599,-0.101,1.19,1.322
1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063
0.395,0.114,0.086,-1.654,0.523,0.169,0.559,1.773,1.99,-0.157,0.951,-0.451,-0.931,-3.088,-0.939,0.038,1.237,0.865,0.715,-1.153,-1.147,-0.4,-0.167,0.253,0.185,0.983,-0.2,0.613,1.777,1.538,-0.603,-1.993,-1.889,0.26,2.586,0.838,0.68,0.311,0.36,-0.106,2.726,0.562,-1.015,0.484,2.832,2.777,0.184,-0.561,1.245,0.361,1.702,0.489,2.268,2.349,0.467,-0.119,1.919,0.883,1.177
1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103
-0.525,-0.918,1.988,0.204,-0.916,-1.3,-0.683,-0.004,-0.159,1.816,-0.637,-0.049,0.041,0.679,-0.038,-0.135,0.104,1.204,0.276,-1.186,0.772,1.238,0.639,1.587,-1.913,0.936,-0.147,-0.565,0.301,0.249,0.091,1.883,-2.166,3.252,0.776,-0.157,1.904,-0.69,0.664,0.646,0.319,2.303,1.733,1.211,0.156,2.113,0.788,0.851,2.397,-0.451,3.304,0.481,0.623,2.427,3.698,0.625,0.965,1.113,0.485
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
-0.51,0.437,-0.698,-0.203,-0.333,-0.364,-0.501,0.57,0.552,0.56,0.532,0.205,-0.273,-0.426,-0.084,-0.073,0.48,0.714,-0.303,0.407,-0.241,1.206,-0.217,0.855,0.379,-0.091,0.179,0.086,-0.043,0.189,0.527,-0.143,0.297,0.361,-0.127,0.797,0.721,-0.555,0.505,-0.786,0.072,0.243,0.251,0.672,-0.032,0.565,0.006,0.576,-0.163,0.055,0.546,0.952,-0.141,0.728,0.534,1.27,0.37,0.728,0.131
0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485
0.126,0.691,-0.004,0.516,-0.131,-0.327,0.145,-0.231,-0.446,0.011,0.255,-0.5,-0.152,0.138,-0.045,0.075,0.479,0.053,-0.279,0.239,0.416,0.494,0.545,0.58,0.275,0.958,0.954,-0.114,0.639,0.352,-0.302,-0.185,0.59,0.189,0.163,0.247,0.12,0.638,0.622,0.023,0.609,-0.047,0.667,0.45,-0.232,0.69,-0.103,0.492,-0.223,0.324,0.183,0.088,0.538,1.045,-0.366,0.888,-0.1,0.095,0.125
0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365
-0.299,0.65,-0.952,0.165,0.027,0.272,-0.08,0.54,0.168,0.014,0.163,0.261,-0.443,-0.445,-0.905,0.186,-0.094,0.42,-0.43,-0.743,-0.244,-0.042,0.544,-0.095,0.594,-0.427,0.814,0.351,0.576,-0.308,-0.103,0.071,-0.028,0.213,-0.008,0.087,0.394,-0.096,0.331,-0.72,-0.667,-0.173,0.245,0.242,0.121,0.147,-0.644,0.747,-1.29,-0.067,0.283,0.468,-0.207,-0.249,-0.165,0.791,0.203,0.406,0.693
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
0.243,0.295,0.519,0.033,-0.283,-0.522,-0.49,-0.29,-0.238,-0.182,-0.296,-0.791,0.287,-0.194,0.99,-0.297,0.509,0.182,-0.818,-0.385,-0.135,-0.464,0.865,-0.52,-0.662,-0.216,0.197,0.383,0.232,0.582,0.344,-0.19,0.234,0.076,0.412,0.43,-0.601,1.526,1.17,0.646,0.834,0.243,0.99,0.765,1.679,0.778,1.037,1.086,1.253,1.221,0.461,0.547,0.637,0.617,0.642,1.508,1.578,0.58,1.739
0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461
0.018,-0.072,-0.221,0.194,0.638,0.004,-0.189,-0.736,0.465,-0.138,-0.248,-0.4,-0.535,-0.329,0.818,-0.052,0.821,-0.095,0.788,-0.023,-1.139,1.161,0.497,-0.185,0.471,-0.733,0.262,0.522,0.882,1.03,0.208,-0.649,-0.248,-0.336,0.949,0.378,0.207,1.77,0.668,-0.081,1.326,0.031,0.734,0.394,1.003,2.396,0.749,1.507,1.708,0.724,1.206,0.589,1.236,1.099,1.196,0.675,0.759,0.175,1.295
0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452
0.606,-1.147,0.464,0.357,0.418,-0.293,-1.908,0.797,-0.935,-0.27,0.875,-0.064,0.574,0.565,0.181,-1.813,0.299,0.629,-0.705,2.374,-1.584,0.246,1.001,0.741,-0.357,-0.429,0.101,0.987,0.028,2.187,0.316,-0.372,-0.066,2.431,1.153,0.001,0.522,1.729,1.143,-0.69,1.713,0.406,0.755,1.419,1.883,2.03,1.432,1.182,-0.678,1.815,2.208,-0.026,1.239,1.279,1.551,0.495,1.008,1.21,1.702
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
-0.278,0.085,1.203,-0.096,-0.663,-0.384,-0.694,0.114,1.153,-0.074,0.145,-0.104,-0.222,0.27,0.39,-0.767,-0.039,0.273,-0.674,-0.39,-0.024,0.302,0.69,-0.265,-0.715,0.438,-0.183,0.172,0.731,0.681,0.736,1.135,0.168,-0.221,0.44,0.167,-1.37,0.513,0.242,0.238,0.803,-0.576,0.55,0.705,1.378,-0.375,0.745,1.615,1.888,0.902,0.752,0.666,0.544,1.567,0.991,0.952,2.227,1.133,1.455
