Dec-Jan-Feb 1962,Dec-Jan-Feb 1963,Dec-Jan-Feb 1964,Dec-Jan-Feb 1965,Dec-Jan-Feb 1966,Dec-Jan-Feb 1967,Dec-Jan-Feb 1968,Dec-Jan-Feb 1969,Dec-Jan-Feb 1970,Dec-Jan-Feb 1971,Dec-Jan-Feb 1972,Dec-Jan-Feb 1973,Dec-Jan-Feb 1974,Dec-Jan-Feb 1975,Dec-Jan-Feb 1976,Dec-Jan-Feb 1977,Dec-Jan-Feb 1978,Dec-Jan-Feb 1979,Dec-Jan-Feb 1980,Dec-Jan-Feb 1981,Dec-Jan-Feb 1982,Dec-Jan-Feb 1983,Dec-Jan-Feb 1984,Dec-Jan-Feb 1985,Dec-Jan-Feb 1986,Dec-Jan-Feb 1987,Dec-Jan-Feb 1988,Dec-Jan-Feb 1989,Dec-Jan-Feb 1990,Dec-Jan-Feb 1991,Dec-Jan-Feb 1992,Dec-Jan-Feb 1993,Dec-Jan-Feb 1994,Dec-Jan-Feb 1995,Dec-Jan-Feb 1996,Dec-Jan-Feb 1997,Dec-Jan-Feb 1998,Dec-Jan-Feb 1999,Dec-Jan-Feb 2000,Dec-Jan-Feb 2001,Dec-Jan-Feb 2002,Dec-Jan-Feb 2003,Dec-Jan-Feb 2004,Dec-Jan-Feb 2005,Dec-Jan-Feb 2006,Dec-Jan-Feb 2007,Dec-Jan-Feb 2008,Dec-Jan-Feb 2009,Dec-Jan-Feb 2010,Dec-Jan-Feb 2011,Dec-Jan-Feb 2012,Dec-Jan-Feb 2013,Dec-Jan-Feb 2014,Dec-Jan-Feb 2015,Dec-Jan-Feb 2016,Dec-Jan-Feb 2017,Dec-Jan-Feb 2018,Dec-Jan-Feb 2019
0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385
0.041,-0.084,0.234,-0.685,0.063,-0.128,-0.625,0.299,0.414,-0.506,0.425,0.473,-0.282,-0.45,-0.479,0.311,0.43,0.077,0.554,0.188,0.573,0.583,0.391,-0.146,0.142,0.447,0.697,0.244,0.266,0.701,0.174,0.518,0.849,0.513,0.468,0.186,1.03,0.539,0.258,0.528,0.56,0.745,0.618,0.762,0.928,1.047,0.226,0.577,0.817,-0.072,0.244,0.415,0.505,0.694,0.976,0.939,0.822,1.051
0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385
-0.248,-0.072,0.016,-0.568,-0.024,-0.43,-0.624,0.095,-0.009,-0.655,0.536,0.294,-0.382,0.152,-0.612,1.064,-0.003,0.44,0.421,-0.009,0.362,0.711,0.87,0.124,-0.481,0.549,0.226,0.064,0.371,0.305,-0.025,-0.445,0.572,0.385,-0.188,0.128,0.849,0.265,0.632,0.334,0.698,0.588,0.871,0.394,0.973,1.01,0.201,0.952,0.663,-0.314,0.931,0.561,0.255,0.714,1.425,1.189,0.264,1.041
0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.423
1.642,0.059,-0.803,0.283,-0.719,-0.92,0.53,-0.146,0.401,1.666,-0.183,0.213,0.062,0.154,-0.021,-0.32,-0.244,1.605,0.79,-0.598,0.582,,-0.233,-0.056,,1.347,0.055,-0.922,-0.069,0.173,-0.222,-0.506,0.956,0.026,0.743,1.475,0.731,0.327,0.887,0.882,1.56,0.772,1.655,0.456,0.255,0.512,0.634,-0.947,0.366,1.11,1.013,0.465,0.015,0.381,0.623,0.615,1.112,1.681
0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,,0.818,0.818,,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818
-0.606,0.111,-0.801,-1.247,-0.161,-0.851,1.199,-0.159,0.747,1.913,-1.111,-0.013,0.159,-0.426,0.372,-0.733,0.772,0.384,1.805,0.11,1.196,0.957,-0.31,0.168,,-0.231,-0.67,-0.665,0.318,-0.127,0.364,1.54,-0.957,-0.354,-0.925,2.172,0.501,1.185,1.765,0.491,1.447,0.082,-0.438,0.249,0.28,0.751,-0.167,0.189,-0.024,0.568,0.85,0.618,0.287,1.363,0.509,1.736,1.309,1.167
0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832
-0.209,-0.299,0.457,-0.325,0.085,-0.025,-0.35,-0.263,0.079,-0.265,-0.088,0.542,-0.301,0.037,-0.292,0.04,0.324,0.555,0.34,-0.287,-0.129,0.726,-0.208,-0.316,-0.222,0.4,0.103,-0.464,,0.037,-0.32,-0.287,-0.016,0.617,0.149,0.039,0.762,0.325,-0.001,0.076,0.506,0.369,0.923,0.369,0.691,0.976,0.284,0.505,1.104,0.427,-0.002,0.628,0.804,0.738,1.334,1.274,0.641,1.074
0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
-0.028,-0.225,0.249,-0.415,-0.136,-0.124,-0.123,0.445,0.448,-0.17,-0.115,0.952,-0.227,-0.012,-0.542,0.236,0.631,0.507,0.447,0.166,-0.163,0.652,-0.07,-0.456,-0.349,0.043,0.171,-0.293,0.296,0.289,0.048,-0.136,0.043,0.104,0.318,0.355,1.719,0.158,0.082,0.262,0.494,0.897,0.466,1.235,0.638,0.767,1.042,0.289,1.02,0.132,-0.199,1.087,1.001,0.632,1.951,0.811,1.465,1.596
0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387
-0.513,0.752,0.041,-1.902,-0.739,-0.128,-1.27,1.586,0.49,0.231,0.063,0.867,-0.273,0.108,-0.431,0.73,1.663,0.664,0.695,0.615,0.31,1.135,1.355,0.448,-0.548,0.306,0.384,1.124,0.813,2.09,1.304,1.472,-0.362,1.025,2.486,2.703,1.382,0.904,2.271,1.807,1.838,1.599,1.616,1.877,1.118,1.352,1.172,-0.114,1.606,1.494,1.199,0.696,1.315,1.401,3.239,2.14,1.567,1.67
0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
0.288,0.704,0.914,-0.986,0.162,-0.576,-0.793,1.037,0.256,-0.235,-0.006,0.869,-0.118,-0.314,-0.278,0.689,0.519,1.027,0.822,0.153,-0.035,1.621,0.981,0.935,1.297,0.95,1.317,1.119,2.02,0.854,0.94,1.031,1.185,1.456,1.735,2.578,3.314,0.28,1.187,1.256,2.07,0.077,1.13,1.303,1.1,1.634,2.275,0.078,2.256,0.647,0.733,1.646,0.688,1.63,1.5,1.812,0.081,1.614
0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.998,-1.316,2.757,2.022,0.308,1.636,0.059,3.572,0.179,1.248,-0.18,2.348,2.717,1.93,-1.768,1.819,-3.74,0.926,2.853,1.892,0.273,2.185,1.94,2.025,0.924,-0.16,2.681,2.847
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.568,-2.377,-2.072,2.978,1.303,-0.818,-0.968,3.645,0.787,2.499,3.969,-0.371,2.159,-0.191,0.837,0.394,-1.446,3.774,2.847,-1.128,-3.043,3.698,1.529,2.837,4.726,-0.451,4.195,2.585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.218,-6.675,-1.785,1.738,-2.056,1.193,-0.577,1.002,-1.729,-0.439,-1.431,0.746,3.854,4.941,1.767,1.007,1.326,-3.92,-1.944,-0.854,-1.416,4.486,1.667,-4.914,0.576,-4.9,4.273,3.203,3.151,2.233,1.699,3.163,3.674,0.918,-1.628,-1.708,3.2,3.349,1.657,1.653,1.908,0.452,0.593,2.723,-1.545,5.404,4.368,-1.118,-2.754,1.766,2.779,0.964,3.145,2.952,1.826,-0.985,4.451,1.344
2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242
-0.036,-5.986,0.415,-2.157,3.363,2.569,0.552,-2.281,-1.461,1.162,1.84,0.799,3.053,1.5,0.407,2.797,-1.557,-1.785,2.118,-0.618,-0.096,-1.809,-0.434,-3.044,-6.286,-0.445,2.0,3.347,5.708,-2.466,2.69,-0.55,-0.176,4.364,-2.202,3.876,4.279,0.148,3.782,2.233,4.929,-1.693,2.351,-1.041,-0.297,3.959,3.814,0.518,-0.475,1.086,-2.544,-0.721,4.374,0.967,3.357,3.026,-1.688,4.384
2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957
0.054,0.109,0.152,-0.27,0.082,-0.697,-0.606,0.278,0.627,-0.489,0.106,0.404,-0.729,-0.854,-0.311,0.503,0.977,1.206,1.05,-0.282,-0.031,-0.793,0.647,0.844,0.304,1.151,0.545,-0.568,0.358,1.021,-0.028,-0.556,0.331,0.039,0.968,0.93,0.667,0.968,1.194,0.386,0.216,1.13,0.877,0.062,0.962,0.105,-1.437,0.236,1.455,0.464,0.37,0.999,1.304,0.088,1.401,1.292,0.926,1.627
0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571
-0.021,0.194,0.157,-0.344,-0.251,0.075,-0.201,0.794,0.386,-0.18,0.072,1.113,-0.016,-0.31,-0.409,0.177,0.825,0.515,0.546,0.687,0.734,1.241,1.029,0.14,0.828,1.152,1.241,-0.032,-0.202,1.154,0.713,0.321,0.698,0.775,0.727,-0.298,1.554,0.106,-1.133,0.154,0.463,1.345,0.588,1.733,0.859,1.17,0.42,1.122,1.877,0.484,0.578,1.233,0.731,1.056,1.454,1.612,1.336,1.451
0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435
1.166,0.515,0.445,-0.783,1.814,-0.767,-0.471,1.039,1.183,-0.766,-1.536,-0.42,0.911,0.729,-0.835,0.41,0.22,2.039,-0.162,-0.853,1.184,0.131,-0.037,-1.069,-0.111,-0.172,0.907,0.105,0.293,-0.483,-0.739,-0.577,-0.038,0.473,2.319,1.358,1.318,0.05,-0.543,1.435,1.691,0.13,1.586,-0.87,-0.711,0.132,1.645,-0.287,0.874,1.127,0.399,1.096,1.529,0.048,2.661,-0.155,0.573,0.26
1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134,1.134
-0.289,-0.916,0.419,-1.285,1.702,-0.051,0.097,-0.739,0.101,0.074,-0.479,-0.934,-0.472,0.727,0.414,0.783,1.392,0.884,0.792,-0.467,0.857,-1.225,-0.569,1.971,-0.054,0.276,0.389,0.788,2.23,-1.255,0.156,0.17,-0.013,1.988,-0.351,2.443,2.395,-0.309,2.216,1.299,1.5,-0.114,1.19,-1.703,-0.315,1.998,2.511,0.399,1.488,0.64,-1.872,-0.686,0.623,-0.59,1.333,1.998,-0.748,0.998
1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226,1.226
1.391,-0.229,-2.176,0.492,0.05,-0.917,-1.372,-1.245,1.814,2.28,0.144,-0.598,-1.163,-0.695,-0.161,0.257,-0.276,0.077,-1.298,-1.826,0.543,-0.512,1.109,0.809,1.33,0.862,1.643,-1.295,-1.218,-0.576,-0.717,-0.692,1.901,0.506,-0.226,1.267,0.795,0.749,-2.317,2.084,-0.912,2.489,-0.648,0.682,-1.659,2.043,-0.219,1.517,1.232,0.669,-1.664,1.235,2.793,0.759,0.878,-2.136,1.416,-0.118
1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147,1.147
-1.462,0.845,-1.221,-2.423,2.604,-1.872,0.884,1.078,1.206,-0.617,-0.276,0.545,0.587,-1.665,-1.782,2.722,1.233,0.765,-1.318,-0.922,-2.188,-2.142,0.01,-2.423,0.366,0.608,-0.332,0.078,0.655,-0.964,-2.445,-2.739,-0.023,1.741,-0.587,-0.195,0.999,-0.682,-0.371,0.783,2.293,-3.538,-0.12,-1.444,-0.554,0.682,-0.416,-0.385,1.728,0.269,-1.916,1.519,2.252,-0.013,4.015,1.369,1.753,0.725
1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603,1.603
1.21,2.356,2.058,-1.204,-2.487,1.652,-2.287,0.908,0.023,-2.926,0.884,2.104,0.616,-4.37,-2.06,1.502,-2.328,1.576,4.519,-1.613,1.261,-6.101,-3.891,3.664,1.686,1.441,-2.331,-3.932,0.026,-2.826,-0.013,-6.323,-1.769,-4.393,0.865,1.39,2.478,-0.709,1.326,-0.022,1.877,3.068,1.352,1.126,0.654,0.912,-1.808,2.873,3.062,4.196,1.725,3.754,3.244,1.543,3.349,0.491,0.588,0.167
2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076,2.076
-0.013,2.29,3.898,5.144,1.864,-0.556,-1.599,0.607,0.211,-1.763,-1.257,-4.76,-0.628,0.255,-0.166,0.881,-1.226,-1.467,1.36,-1.869,-1.952,-3.465,-5.437,0.46,6.845,-2.803,2.785,-5.311,-2.825,0.269,-4.988,-2.86,0.34,-2.605,1.721,-2.641,-2.79,-1.576,0.667,-0.223,-2.502,0.216,1.867,5.219,1.329,4.733,0.189,0.953,4.568,3.643,1.317,1.196,2.602,-2.462,2.462,1.78,1.914,0.983
1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969,1.969
-0.149,0.072,-0.025,-0.56,0.767,-0.142,-0.43,-0.247,0.649,-0.087,-0.4,0.196,-0.815,-0.647,-0.236,-0.067,0.134,-0.155,0.395,0.26,0.187,0.154,-0.229,-0.617,-0.348,0.064,0.356,-0.155,0.409,0.427,0.067,-0.029,0.625,0.429,0.51,0.494,1.063,0.286,0.66,0.447,1.126,0.513,0.76,0.907,0.383,0.767,0.552,0.73,1.18,1.057,0.984,1.128,0.838,1.045,0.801,0.606,1.123,0.406
0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398
-0.405,0.115,0.365,-0.596,-0.241,-0.238,0.015,0.213,0.394,-0.207,-0.502,0.067,-0.387,-0.622,-0.214,0.304,0.38,0.76,0.322,1.133,0.221,0.301,-0.102,-0.575,-0.497,0.428,0.552,-0.277,-0.183,0.594,0.102,-0.003,0.587,0.498,0.863,0.402,1.596,-0.177,0.477,0.164,0.667,1.04,0.363,1.141,0.917,0.457,0.106,0.234,1.412,1.02,0.575,1.399,1.065,1.055,1.191,0.784,0.369,0.858
0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365
0.295,0.374,0.158,-0.739,0.635,0.006,-0.511,-0.167,0.672,0.044,-0.181,0.423,-0.131,-0.592,-0.93,0.311,-0.21,-0.415,0.257,0.902,0.357,0.43,0.222,-0.372,0.05,0.146,0.621,0.008,0.642,0.595,-0.047,0.009,0.623,0.464,0.604,0.324,1.137,0.478,0.073,0.282,1.208,-0.286,0.245,0.422,0.499,0.545,0.047,0.718,0.952,0.768,0.224,0.798,0.995,1.133,1.0,0.539,1.123,0.42
0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408
-0.349,0.355,0.748,-0.507,0.236,-0.002,-0.307,-0.283,0.297,-0.397,-0.288,-0.159,-0.238,-0.587,-0.994,0.47,0.203,0.193,0.484,0.686,0.258,0.086,0.123,-0.099,-0.74,0.077,0.27,-0.29,-0.159,0.545,0.262,-0.065,0.439,0.685,0.525,0.477,1.325,-0.751,-0.16,0.09,0.071,0.866,0.562,-0.055,0.446,0.879,0.228,0.48,1.425,0.532,0.482,0.587,0.737,1.202,1.277,0.817,0.247,0.804
0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387
-0.167,0.144,-0.229,-0.319,-0.065,-0.526,-0.26,0.354,0.047,0.314,0.831,0.317,1.177,0.111,-1.018,0.022,-0.129,0.109,1.321,-0.74,1.235,0.648,0.222,-0.165,-0.583,-0.514,0.647,1.134,1.085,1.555,0.914,0.968,0.612,1.068,-0.179,0.913,1.635,1.038,0.312,0.232,0.879,-0.057,1.027,0.83,1.107,1.582,0.624,1.262,0.316,1.431,1.046,1.46,-0.18,0.81,1.298,1.286,-0.061,1.03
0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614
0.277,-0.235,0.293,0.419,0.443,-0.473,-1.253,0.871,-0.932,0.205,-0.083,0.163,-0.651,0.58,-1.264,0.413,0.153,0.532,0.458,0.159,1.366,0.745,0.603,0.371,1.35,0.732,0.698,-0.285,0.926,0.614,0.548,0.605,1.035,0.718,0.278,1.291,1.298,0.901,0.519,1.255,0.694,1.64,0.916,1.108,0.477,1.288,1.251,1.022,1.203,1.07,0.957,1.585,1.742,0.72,0.28,1.711,0.944,2.187
0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649
-0.078,0.583,0.059,-0.814,-0.634,-0.668,-0.805,0.921,0.636,-0.911,-0.164,0.163,-1.023,-0.736,-0.596,0.323,1.043,1.462,1.744,-0.437,-0.63,-0.438,-0.087,0.605,-1.113,0.828,-0.591,-0.775,-0.187,1.116,0.069,0.087,-0.004,-0.809,1.738,0.904,0.338,0.673,1.856,0.54,0.883,0.557,0.658,0.512,0.905,0.634,0.627,-0.079,1.334,0.846,0.466,0.38,1.299,0.532,0.753,1.444,0.929,1.144
0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783
-0.065,0.704,0.316,-0.307,-0.059,-0.224,-0.163,0.912,0.565,-0.198,-0.048,0.967,0.312,-0.653,-0.262,-0.256,0.797,-0.192,0.343,0.796,0.207,0.727,-0.5,-0.083,0.518,0.698,0.801,-0.514,0.333,0.672,0.759,0.686,0.651,0.216,1.379,0.72,2.052,-0.235,-0.809,0.244,0.724,1.185,1.213,1.511,0.929,0.862,1.905,1.427,2.318,0.311,0.286,1.154,0.534,0.985,0.499,1.593,0.8,1.239
